331,06-27,Ironman70.3Mont-Tremblant,INDIVIDUEL,-1,M25-29
331,06-12,LAGRANDEVIRÉEDESSENTIERS,20KM,01:40:29,M20-29
331,05-29,TamarackOttawaRaceWeekend,OTTAWAMARATHON,-1,M25-29
331,04-24,BanqueScotia21KdeMontreal,DEMIMARATHON,-1,M25-29

332,09-04,CoursesThematiques30kmsurlesrivesdeBoucherville,30KM,02:56:48,F40-49
332,06-05,COURSED’ÉTÉDESÎLESDEBOUCHERVILLE,DEMIMARATHON,02:38:07,F40-49
332,04-10,CoursesThematiquesLetourdel'horloge,8KM,01:14:11,F40-49
332,02-14,DemiMarathonHypothermique,DEMIMARATHON,02:45:05,F40-49

342,08-28,MarathonSSQLévis-Québec,MARATHON,-1,M55-59

344,06-05,Demi-MarathondesVignobles,21KM,02:03:26,M30-39

349,08-21,VertleRaid-XCdelaVallee,TRANS-VALLEE,-1,M30-39
349,08-21,VertleRaid-XCdelaVallee,21KM,03:08:53,M30-39
349,08-20,VertleRaid-XCdelaVallee,35KM,-1,M30-39
349,08-19,VertleRaid-XCdelaVallee,10KMDENUIT,01:04:00,M30-39

375,06-05,GrandPrixCyclisteGatineau,GRANDFONDOGATINEAU111.8KM,-1,M30-39

383,07-31,TrimemphréMagog,TRIATHLONSPRINT,01:37:31,F30-34
383,07-03,Demi-MarathondeSherbrooke,10KM,00:55:59,F30-39

384,08-28,MarathonSSQLévis-Québec,10KMOASIS,-1,M50-54
384,06-12,DÉFIPIERREBRISE-BOIS,30KM,01:59:31,
384,05-29,TamarackOttawaRaceWeekend,OTTAWAMARATHON,-1,M50-54
384,05-22,CoursesThematiquesMarathonSSQdeLongueuil,10KM,00:34:38,M50-59
384,04-24,BanqueScotia21KdeMontreal,DEMIMARATHON,-1,M50-54

393,03-20,CourseetmarchepopulairesdeLaSalle,10KM,00:46:45,F40-49

394,08-14,LaValsedescoureurs,10KM,00:45:57,M60-69

399,08-07,MECOttawarace4-TheMECGatineauParkTrailRaces,50KM,06:09:48,F30-39

401,08-13,SeaWheezeHalfMarathon,HALFMARATHON,01:51:01,Female

402,08-17,Le5kmEndurance,5KM,00:18:30,M20-29
402,07-15,Demi-MarathondelaBandeduCanal,10KM,-1,M20-29

403,08-14,Demi-marathondeMont-Tremblant,DEMI-MARATHON,02:02:52,M30-39

410,08-24,IronmanMont-Tremblant,OVERALLRESULTS,11:56:24,M30-34
410,04-24,BanqueScotia21KdeMontreal,DEMIMARATHON,-1,M25-29

419,05-29,TamarackOttawaRaceWeekend,OTTAWAHALFMARATHON,-1,M30-34
419,04-10,CoursesThematiquesLetourdel'horloge,5KM,00:18:55,M30-39

420,05-29,TamarackOttawaRaceWeekend,OTTAWAMARATHON,-1,M45-49

442,05-29,TamarackOttawaRaceWeekend,OTTAWAMARATHON,-1,M55-59
442,05-08,SportingLife10KOttawa,10KM,-1,M55-59

461,09-10,Ultra-TrailHarricanaduCanada(UTHC),UTHC65,-1,M50-59
461,05-29,TamarackOttawaRaceWeekend,OTTAWAMARATHON,-1,M50-54

468,06-12,SubaruIronman70.3Victoria,INDIVIDUAL,05:38:00,M45-49

483,06-27,Ironman70.3Mont-Tremblant,INDIVIDUEL,06:13:46,M35-39
483,05-22,CoursesThematiquesMarathonSSQdeLongueuil,DEMIMARATHON,01:51:06,M30-39

486,06-27,Ironman70.3Mont-Tremblant,INDIVIDUEL,05:06:56,M30-34
486,06-12,TRIATHLONACADEMIESAINTE-THERESE,TRIATHLONSPRINT,01:12:51,M30-34
486,05-22,CoursesThematiquesMarathonSSQdeLongueuil,DEMIMARATHON,01:24:38,M30-39

494,05-01,GoodlifeFitnessTorontoMarathon,MARATHON,04:47:31,M45-49

510,09-11,TriathlonEspritdeMontreal,TRIATHLONSPRINT,01:38:06,M25-29
510,08-07,DéfiBoréalSainte-Anne-de-Bellevue,20KM,01:43:26,M50-59

526,06-05,Demi-MarathondesVignobles,21KM,01:28:32,M30-39

539,08-14,Demi-marathondeMont-Tremblant,DEMI-MARATHON,01:35:29,M30-39

549,04-24,BanqueScotia21KdeMontreal,DEMIMARATHON,-1,M55-59

551,08-24,IronmanMont-Tremblant,OVERALLRESULTS,12:14:18,F40-44
551,06-27,Ironman70.3Mont-Tremblant,INDIVIDUEL,06:49:13,F40-44

557,05-29,TamarackOttawaRaceWeekend,OTTAWAHALFMARATHON,-1,F35-39

573,08-17,Le5kmEndurance,5KM,00:22:41,M40-49

580,07-08,Le5et10kmduP'titTrainduNord,10KM,-1,M50-59
580,05-08,AurythmedenosfouléesChâteauguay,DEMI-MARATHON,01:43:41,M50-59

586,08-07,TriathlonInternationaldeMontreal,TRIATHLONSPRINT-SANSSILLONNAGE,01:51:54,F30-34

591,04-30,MarathondesÉrables,5KM,00:34:34,M20-29

592,05-29,TamarackOttawaRaceWeekend,OTTAWAMARATHON,-1,F50-54
592,05-07,WakefieldCoveredBridgeRun,21.1KMTRAILRUN,02:04:40,F50-59

610,06-05,BARRIEWATERFRONTHALFMARATHON,HALFMARATHON,01:48:14,M40-44

615,05-29,TamarackOttawaRaceWeekend,OTTAWAMARATHON,-1,M45-49

624,05-29,TamarackOttawaRaceWeekend,OTTAWAHALFMARATHON,-1,M35-39

645,09-11,TriathlonEspritdeMontreal,TRIATHLONSPRINT,-1,M35-39

649,09-10,TriathlonEspritdeMontreal,DUATHLONSPRINTSANSSILLONNAGE,-1,M40-44
649,06-18,TriathlonFBLDrummondville,DUATHLON-COUPEDUQUEBEC,01:17:47,M40-49
649,06-05,TriathlonChallengeAntoine-ManseauJoliette,TRIATHLONSPRINTAGCOUPEDUQUÉBEC,-1,M40-44

656,08-14,Demi-marathondeMont-Tremblant,DEMI-MARATHON,01:43:18,M40-49

699,09-10,Ultra-TrailHarricanaduCanada(UTHC),UTHC65,-1,M12-29
699,08-21,VertleRaid-XCdelaVallee,21KM,02:33:00,M18-29
699,08-21,VertleRaid-XCdelaVallee,TRANS-VALLEE,08:29:41,M18-29
699,08-20,VertleRaid-XCdelaVallee,35KM,05:02:42,M18-29
699,08-19,VertleRaid-XCdelaVallee,10KMDENUIT,00:54:01,M16-29
699,05-29,TamarackOttawaRaceWeekend,OTTAWAHALFMARATHON,-1,M25-29
699,02-27,GatineauLoppet,51KMCLASSIQUE,03:29:39,M25-29

704,08-28,MarathonSSQLévis-Québec,DEMI-MARATHON,-1,M40-44

719,03-20,CourseetmarchepopulairesdeLaSalle,10KM,00:44:21,M40-49

721,09-10,TriathlonEspritdeMontreal,DEMIESPRIT,05:19:14,M55-59
721,07-30,TrimemphréMagog,TRIATHLONOLYMPIQUE,02:56:34,M55-59
721,05-22,CoursesThematiquesMarathonSSQdeLongueuil,10KM,00:52:05,M50-59
721,04-24,BanqueScotia21KdeMontreal,DEMIMARATHON,-1,M55-59

748,07-24,IronmanLakePlacid,INDIVIDUALRESULTS,14:25:02,M40-44

751,08-28,MarathonSSQLévis-Québec,DEMI-MARATHON,-1,M45-49
751,05-22,VertleRaid-LeSentierUrbain,10KM,00:41:44,M40-49
751,05-01,Demi-marathoninternationalOasisdeLévis,DEMI-MARATHON,-1,M45-49

753,08-07,MECOttawarace4-TheMECGatineauParkTrailRaces,50KM,06:05:10,M40-49

754,06-11,Demi-MarathondesGénérations,DEMIMARATHON,01:42:58,M40-49

766,07-15,Demi-MarathondelaBandeduCanal,10KM,-1,F30-39

770,07-30,NationalCapital5and10kmRun&WylieRyanKidsSurfnTurf,10KM,00:50:10,M50-54
770,03-19,StPatricksDayRace,5KM,00:24:39,M50-59

779,04-30,MarathondesÉrables,MARATHON,03:48:28,M20-29

783,06-27,Ironman70.3Mont-Tremblant,INDIVIDUEL,05:44:51,M35-39
783,05-29,TamarackOttawaRaceWeekend,OTTAWAHALFMARATHON,-1,M30-34
783,04-24,BanqueScotia21KdeMontreal,DEMIMARATHON,-1,M30-34

797,08-24,IronmanMont-Tremblant,OVERALLRESULTS,12:18:00,M40-44
797,06-27,Ironman70.3Mont-Tremblant,INDIVIDUEL,05:08:47,M40-44

798,09-11,TriathlonEspritdeMontreal,TRIATHLONSPRINT,-1,M30-34
798,09-03,DÉFIPOPULAIREDELAVALLÉEDURICHELIEU,TRIATHLOND3COUVERTE,00:43:17,Male

799,05-01,BMOVancouverMarathon,MARATHON,03:59:08,M40-44

800,07-10,LaGrandeCourse,10KM,00:42:00,M30-39

815,07-03,Demi-MarathondeSherbrooke,DEMIMARATHON,01:50:17,M40-49

824,05-22,ScotiabankBlueNoseMarathon,MARATHON,04:25:45,M60-69

832,09-04,FestivalXTERRAQuébec,XTERRACOURT,03:10:42,F30-39
832,09-03,FestivalXTERRAQuébec,SWIMRUNSTANDARD,02:06:13,F30-39

865,08-28,MarathonSSQLévis-Québec,10KMOASIS,-1,M25-29

874,05-28,TamarackOttawaRaceWeekend,OTTAWA10K,-1,F45-49

882,04-24,BanqueScotia21KdeMontreal,DEMIMARATHON,-1,M40-44

891,05-01,BMOVancouverMarathon,MARATHON,-1,M40-44
891,05-01,BMOVancouverMarathon,HALFMARATHON,02:01:44,M40-44

892,05-29,TamarackOttawaRaceWeekend,OTTAWAMARATHON,-1,F35-39

898,09-11,TriathlonEspritdeMontreal,TRIATHLONOLYMPIQUE,-1,M45-49
898,09-11,TriathlonEspritdeMontreal,TRIATHLONOLYMPIQUE-WETSUIT,03:03:40,M45-49
898,07-03,Demi-MarathondeSherbrooke,10KM,00:47:38,M40-49

908,07-15,Demi-MarathondelaBandeduCanal,5KM,-1,M50-59
908,07-09,Coursed'unsoird'etedeLongueuil,5KM,00:22:18,M50-59

915,07-31,TriathlondeCharlevoix,TRIATHLONOLYMPIQUE,03:01:00,F45-49

918,05-29,TamarackOttawaRaceWeekend,OTTAWAHALFMARATHON,-1,M50-54

924,09-10,Ultra-TrailHarricanaduCanada(UTHC),UTHC65,-1,M50-59

933,07-10,Ironman70.3Muskoka,OVERALL,05:56:04,M40-44
933,06-05,LexisNexisIRONMAN70.3Raleigh,INDIVIDUAL,05:40:57,M40-44

936,05-01,MississaugaMarathonRaces,FULLMARATHON,04:37:07,M40-49
936,04-03,AroundtheBay30KRoadRace,30KM,02:48:29,M40-44

941,04-30,MarathondesÉrables,30KM,02:49:04,M40-49

942,07-15,Demi-MarathondelaBandeduCanal,DEMI-MARATHON,01:58:40,F20-29

948,08-14,Demi-marathondeMont-Tremblant,DEMI-MARATHON,01:51:23,M50-59
948,02-21,DéfiHivernalIleBizard,5KM,00:24:33,M50-59

950,05-01,BMOVancouverMarathon,HALFMARATHON,02:06:13,F40-44

955,04-30,MarathondesÉrables,MARATHON,04:48:18,M50-59

959,07-31,TriathlondeCharlevoix,TRIATHLONOLYMPIQUE,02:46:49,M35-39

966,06-12,LAGRANDEVIRÉEDESSENTIERS,20KM,01:41:58,M50-59

967,02-14,DemiMarathonHypothermique,DEMIMARATHON,02:01:46,M40-49

1004,08-21,Ironman70.3Timberman,INDIVIDUAL,04:25:43,MPRO
1004,08-14,TriathlondeVerdun,TRIATHLONSPRINT-GRANDPRIXCHAMPIONNATPROVINCIAL,00:56:53,M-ELITE
1004,07-03,LETRIATHLONDEVICTORIAVILLE,TRIATHLONOLYMPIQUE,02:04:05,M20-29
1004,07-03,LETRIATHLONDEVICTORIAVILLE,TRIATHLONSPRINT,01:05:49,M20-29
1004,06-27,Ironman70.3Mont-Tremblant,INDIVIDUEL,04:30:45,MPRO
1004,06-12,Ironman70.3Eagleman,INDIVIDUAL,04:31:44,MPRO
1004,05-22,IRONMAN70.3Chattanooga,INDIVIDUAL,04:38:52,MPRO
1004,05-15,DuathlonSorel-Tracy,DUATHLONCOMPÉTITION,01:19:13,M20-29
1004,04-24,BanqueScotia21KdeMontreal,DEMIMARATHON,-1,M25-29

1007,05-29,TamarackOttawaRaceWeekend,OTTAWAMARATHON,-1,F55-59

1024,04-30,MarathondesÉrables,15KM,01:14:20,M50-59

1025,08-14,Demi-marathondeMont-Tremblant,DEMI-MARATHON,02:02:59,M30-39

1028,06-27,Ironman70.3Mont-Tremblant,INDIVIDUEL,06:58:03,M35-39

1035,04-30,MarathondesÉrables,DEMI-MARATHON,01:48:42,M40-49

1049,06-27,Ironman70.3Mont-Tremblant,INDIVIDUEL,06:48:28,M50-54
1049,04-10,CourseSaint-Laurent,10KM,00:59:58,M50-59

1051,04-30,MarathondesÉrables,30KM,03:05:17,M30-39

1054,06-05,Demi-MarathondesVignobles,21KM,02:04:24,M40-49

1057,08-14,LaValsedescoureurs,10KM,00:42:26,M60-69
1057,05-08,AurythmedenosfouléesChâteauguay,DEMI-MARATHON,01:33:20,M60-69
1057,05-01,DéficourseetmarcheDesjardinsSainteThérèse,10KM,00:40:36,M60-69
1057,04-10,CourseSaint-Laurent,10KM,00:42:30,M60-69
1057,03-20,CourseetmarchepopulairesdeLaSalle,10KM,00:42:38,M60-69
1057,02-21,DéfiHivernalIleBizard,10KM,00:45:25,M60-69

1060,07-15,Demi-MarathondelaBandeduCanal,DEMI-MARATHON,01:49:57,M40-49
1060,04-30,MarathondesÉrables,MARATHON,04:21:43,M40-49

1068,05-08,AurythmedenosfouléesChâteauguay,DEMI-MARATHON,01:41:02,M40-49
1068,04-30,MarathondesÉrables,DEMI-MARATHON,01:48:01,M30-39

1077,06-19,CoursesThematiquesTourduLacBromeMerrell,10KM,00:51:24,M40-49

1080,09-03,CanadianIron113TriathlonDuathlonandRelays,OLYMPICTRIATHLON,02:28:01,M30-34
1080,06-27,Ironman70.3Mont-Tremblant,INDIVIDUEL,05:01:16,M30-34
1080,05-29,TamarackOttawaRaceWeekend,OTTAWAHALFMARATHON,-1,M30-34

1087,06-12,DÉFIPIERREBRISE-BOIS,10KM,-1,F30-39
1087,05-29,TamarackOttawaRaceWeekend,OTTAWAMARATHON,-1,F35-39

1091,03-20,CourseetmarchepopulairesdeLaSalle,10KM,00:48:52,F20-29

1116,08-28,MarathonSSQLévis-Québec,DEMI-MARATHON,-1,M35-39

1130,04-03,AroundtheBay30KRoadRace,30KM,03:33:19,M15-19

1159,08-14,Demi-marathondeMont-Tremblant,10KM,01:05:00,M40-49

1161,08-28,MarathonSSQLévis-Québec,MARATHON,-1,M40-44
1161,06-05,DescenteRoyale,10KMOASIS,-1,M40-44
1161,05-29,TamarackOttawaRaceWeekend,OTTAWAMARATHON,-1,M40-44
1161,05-01,Demi-marathoninternationalOasisdeLévis,DEMI-MARATHON,-1,M40-44

1162,06-25,TorontoWaterfront10,10KM,-1,F45-49
1162,05-08,SportingLife10KToronto,10KM,-1,F45-49

1165,05-01,DéficourseetmarcheDesjardinsSainteThérèse,5KM,00:18:34,M30-39
1165,04-10,CourseSaint-Laurent,10KM,00:39:40,M30-39
1165,03-20,CourseetmarchepopulairesdeLaSalle,5KM,00:18:31,M30-39

1169,05-08,AurythmedenosfouléesChâteauguay,5KM,00:19:44,M40-49

1184,06-25,5i50Mont-Tremblant,5I50INDIVIDUEL,-1,M18-24

1186,07-17,NorthFaceEnduranceChallenge,HALFMARATHON,-1,M40-44
1186,07-17,NorthFaceEnduranceChallenge,HALFMARATHON,-1,M40-44

1190,08-27,MudHeroTorontoNorth,6KMOBSTACLECOURSE,01:04:43,

1191,08-14,Demi-marathondeMont-Tremblant,DEMI-MARATHON,02:03:09,F20-29
1191,07-08,Le5et10kmduP'titTrainduNord,10KM,00:55:15,F20-29

1194,05-29,TamarackOttawaRaceWeekend,OTTAWAMARATHON,-1,F20-24

1199,09-11,SaskatchewanCreditUnionsQueenCityMarathon,SASKATCHEWANCREDITUNIONS42.2KRUN,-1,M40-44

1206,07-15,Demi-MarathondelaBandeduCanal,10KM,-1,M50-59
1206,06-05,Demi-MarathondesVignobles,10KMDUVIGNOBLELESPETITSCAILLOUX,01:12:14,M50-59

1214,07-15,Demi-MarathondelaBandeduCanal,DEMI-MARATHON,01:42:55,M40-49
1214,04-30,MarathondesÉrables,MARATHON,04:15:28,M40-49

1216,09-10,TriathlonEspritdeMontreal,DEMIESPRIT,-1,M60-64
1216,07-30,TrimemphréMagog,TRIATHLONOLYMPIQUE,-1,M60-64

1224,08-24,IronmanMont-Tremblant,OVERALLRESULTS,10:15:18,M35-39
1224,05-29,TamarackOttawaRaceWeekend,OTTAWAHALFMARATHON,-1,M30-34

1247,07-17,LindsayMilkRun,10KM,00:44:18,M60-69
1247,05-29,TamarackOttawaRaceWeekend,OTTAWAMARATHON,-1,M60-64
1247,04-03,AroundtheBay30KRoadRace,30KM,02:37:03,M60-64

1248,07-24,IronmanLakePlacid,INDIVIDUALRESULTS,16:02:48,F40-44

1259,03-20,CourseetmarchepopulairesdeLaSalle,10KM,00:43:10,M50-59

1269,07-15,Demi-MarathondelaBandeduCanal,DEMI-MARATHON,02:03:29,F40-49

1282,08-06,RAIDVÉLOMAG-VÉLIRIUM,30KM,03:29:38,MAîTREM40-49

1293,07-08,Le5et10kmduP'titTrainduNord,10KM,-1,F30-39
1293,06-05,Demi-MarathondesVignobles,15KM,01:15:22,F30-39

1296,05-29,TamarackOttawaRaceWeekend,OTTAWAMARATHON,-1,M60-64

1314,05-29,TamarackOttawaRaceWeekend,OTTAWAMARATHON,-1,M40-44
1314,05-28,TamarackOttawaRaceWeekend,OTTAWA10K,-1,M45-49

1318,09-10,Ultra-TrailHarricanaduCanada(UTHC),UTHC65,-1,F12-29

1322,07-24,IronmanLakePlacid,INDIVIDUALRESULTS,15:09:24,F35-39

1325,04-30,MarathondesÉrables,MARATHON,03:14:36,M20-29

1334,05-08,DÉFISANTÉDEMORTAGNE,15KM,00:59:02,HOMMES

1338,07-08,Le5et10kmduP'titTrainduNord,10KM,00:46:07,F30-39

1339,05-08,AurythmedenosfouléesChâteauguay,DEMI-MARATHON,01:50:59,M30-39
1339,02-21,DéfiHivernalIleBizard,10KM,00:53:00,M30-39

1351,04-10,CourseSaint-Laurent,10KM,00:49:09,M60-69

1354,07-10,CourseMECLongueuil#3,10KM,00:44:43,F20-29
1354,05-15,CourseMECMontréal#2,15KM,01:09:24,F20-29

1355,04-24,KRRALimestoneRaceWeekend,HALFMARATHON,01:29:29,M40-49

1419,05-22,CoursesThematiquesMarathonSSQdeLongueuil,5KM,00:28:58,F30-39

1427,08-24,IronmanMont-Tremblant,OVERALLRESULTS,10:02:25,M35-39
1427,07-10,Ironman70.3Muskoka,OVERALL,04:49:11,M35-39
1427,06-27,Ironman70.3Mont-Tremblant,INDIVIDUEL,04:28:39,M35-39
1427,04-24,BanqueScotia21KdeMontreal,DEMIMARATHON,-1,M30-34

1428,03-20,CourseetmarchepopulairesdeLaSalle,10KM,00:51:12,M40-49

1433,06-05,GrandPrixCyclisteGatineau,MEDIOFONDOGATINEAU69KM,-1,M30-39

1434,05-29,TamarackOttawaRaceWeekend,OTTAWAMARATHON,-1,M50-54

1436,06-04,SouthCoastMarathon,MARATHON,04:39:27,F40-44

1440,05-29,TamarackOttawaRaceWeekend,OTTAWAMARATHON,-1,F55-59

1441,04-30,MarathondesÉrables,30KM,03:05:17,F30-39

1457,05-01,GoodlifeFitnessTorontoMarathon,MARATHON,03:56:42,M45-49

1488,05-29,TamarackOttawaRaceWeekend,OTTAWAHALFMARATHON,-1,F45-49

1519,04-24,BanqueScotia21KdeMontreal,DEMIMARATHON,-1,M35-39

1520,07-08,Le5et10kmduP'titTrainduNord,10KM,00:48:08,M30-39
1520,06-18,TourduCapTourmenteSimard,21.1KM,01:59:19,M30-39

1526,04-24,BanqueScotia21KdeMontreal,5KM,-1,M30-34

1529,06-12,LAGRANDEVIRÉEDESSENTIERS,20KM,01:32:53,M40-49

1559,06-05,Demi-MarathondesVignobles,10KMDUVIGNOBLELESPETITSCAILLOUX,00:54:19,M40-49

1562,06-25,5i50Mont-Tremblant,5I50INDIVIDUEL,03:32:07,F35-39
1562,05-08,SportingLife10KToronto,10KM,-1,F35-39

1566,08-28,MarathonSSQLévis-Québec,DEMI-MARATHON,-1,M30-34
1566,06-05,COURSED’ÉTÉDESÎLESDEBOUCHERVILLE,10KMCOURSE,00:38:57,M30-39
1566,05-22,CoursesThematiquesMarathonSSQdeLongueuil,DEMIMARATHON,01:24:59,M30-39
1566,02-14,DemiMarathonHypothermique,DEMIMARATHON,01:28:29,M30-39

1581,06-12,LAGRANDEVIRÉEDESSENTIERS,20KM,01:21:34,M40-49

1585,02-21,DéfiHivernalIleBizard,10KM,00:52:15,M30-39

1590,06-05,Demi-MarathondesVignobles,21KM,02:04:03,M50-59
1590,04-30,MarathondesÉrables,15KM,01:26:49,M50-59

1598,07-10,CourseMECLongueuil#3,21.1KM,01:44:24,M60+

1612,07-15,Demi-MarathondelaBandeduCanal,DEMI-MARATHON,02:04:24,F30-39

1621,05-29,TamarackOttawaRaceWeekend,OTTAWAHALFMARATHON,-1,F30-34
1621,05-29,TamarackOttawaRaceWeekend,OTTAWAHALFMARATHON,-1,F30-34

1630,05-01,GoodlifeFitnessTorontoMarathon,HALFMARATHON,02:18:00,M55-59
1630,04-03,AroundtheBay30KRoadRace,30KM,03:45:37,M55-59

1632,06-05,Demi-MarathondesVignobles,5KM,00:39:44,F30-39

1633,04-24,BanqueScotia21KdeMontreal,DEMIMARATHON,-1,M30-34

1646,04-30,MarathondesÉrables,30KM,02:57:09,M50-59

1668,04-30,MarathondesÉrables,MARATHON,04:41:19,M50-59

1669,08-07,DéfiBoréalSainte-Anne-de-Bellevue,5KM,00:19:09,M40-49
1669,05-29,TamarackOttawaRaceWeekend,OTTAWAMARATHON,-1,M40-44
1669,04-24,BanqueScotia21KdeMontreal,DEMIMARATHON,-1,M40-44

1674,06-25,MudHeroMontreal,6KMOBSTACLECOURSE,01:59:59,M25-29
1674,06-19,Ironman70.3Syracuse,OVERALL,06:28:15,M30-34
1674,05-29,TamarackOttawaRaceWeekend,OTTAWAHALFMARATHON,-1,M30-34

1677,08-14,LaValsedescoureurs,10KM,00:47:41,M50-59

1679,04-30,MarathondesÉrables,30KM,03:22:39,F40-49

1680,07-08,Le5et10kmduP'titTrainduNord,5KM,00:18:47,M50-59
1680,05-01,DéficourseetmarcheDesjardinsSainteThérèse,5KM,00:19:05,M50-59

1689,07-15,Demi-MarathondelaBandeduCanal,DEMI-MARATHON,01:50:30,F30-39

1690,03-20,CourseetmarchepopulairesdeLaSalle,10KM,00:42:01,M40-49

1691,05-22,CoursesThematiquesMarathonSSQdeLongueuil,MARATHON,05:00:55,M40-49

1693,07-15,Demi-MarathondelaBandeduCanal,10KM,-1,F40-49
1693,06-05,Demi-MarathondesVignobles,15KM,01:25:37,F40-49
1693,04-29,Le5kdesflambeaux,5KM,00:33:08,F40-49

1711,08-24,IronmanMont-Tremblant,OVERALLRESULTS,-1,F40-44
1711,06-27,Ironman70.3Mont-Tremblant,INDIVIDUEL,08:04:33,F40-44
1711,05-29,TamarackOttawaRaceWeekend,OTTAWAHALFMARATHON,-1,F40-44

1717,07-15,Demi-MarathondelaBandeduCanal,DEMI-MARATHON,01:53:16,F30-39

1719,08-17,Le5kmEndurance,5KM,00:16:06,M20-29
1719,08-14,Demi-marathondeMont-Tremblant,DEMI-MARATHON,01:12:46,M20-29
1719,03-20,CourseetmarchepopulairesdeLaSalle,10KM,00:33:37,M20-29
1719,02-21,DéfiHivernalIleBizard,10KM,00:35:32,M20-29
1719,02-21,DéfiHivernalIleBizard,5KM,00:16:56,M20-29

1726,07-08,Le5et10kmduP'titTrainduNord,10KM,00:49:06,F40-49
1726,06-27,Ironman70.3Mont-Tremblant,INDIVIDUEL,06:29:17,F45-49
1726,05-29,TamarackOttawaRaceWeekend,OTTAWAMARATHON,-1,F45-49

